datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,pollution_index,label
2004-03-10 18:00:00,0.3278693059073834,1.1776273717878945,-1.6139734213624095,0.2293417538356933,0.3877412311205315,-0.3716135705932802,0.873071754594268,0.07249071898774467,0.6955410203310872,0.5821972406430216,-0.5276435803755962,-0.016947372966875967,-0.6510016945929807,-1.5308728228135768,0
2004-03-10 19:00:00,-0.0912247271345737,0.8659648020194008,-2.125771505301575,-0.10384006430443606,0.04800175183493423,-0.6799773401421614,1.334556963615786,-0.37951267031953256,0.30799809628197033,-0.1497042680026272,-0.5618070015993668,-0.08674083807645504,-0.73131371209388,-2.0656966669304007,0
2004-03-10 20:00:00,0.04847328387941211,1.3701248413507874,-2.4490124004210476,-0.1571491552068568,-0.011732662105390573,-0.5429267758982143,1.2015866491519587,0.09401468990713882,0.2963426699947788,0.10250503565229231,-0.7212363006436301,0.27967485374883616,-0.66989863988731,-2.3806051104249786,0
2004-03-10 21:00:00,0.04847328387941211,1.250959741145187,-2.556759365460872,-0.13049460975564656,0.021867945736042126,-0.34224559254100584,1.0138638522618497,0.26620645726229203,0.3808445105769171,0.4214756255688082,-0.8237265643149423,0.6286421792967327,-0.5791435736711236,-2.482104526096784,0
2004-03-10 22:00:00,-0.370620749162545,0.7742993403227851,-2.947342113730235,-0.49033097334698617,-0.39627295184623146,-0.5429267758982143,1.4557946032739812,0.13706263174592712,0.10694199282791719,0.19152008400108744,-0.8009509501657619,0.6053776909268731,-0.57392204931348,-2.902416208942853,0
2004-03-10 23:00:00,-0.6500167711905165,0.4305538589604761,-3.1224309319199492,-0.7302218824078793,-0.7173454267754773,-0.748502622264135,1.9720322947217808,-0.2934167866419559,-0.17570209463647632,-0.20657499333657967,-0.8009509501657619,0.5821132025570134,-0.5838678099947057,-3.100209942046885,0
2004-03-11 00:00:00,-0.6500167711905165,0.3755545819425067,-3.2167095263297956,-0.8768218823895363,-0.9413494790516953,-0.8806585234993698,2.4608937449564396,-0.7023722341104448,-0.3505334889443486,-0.7406652834293505,-0.7895631430911715,0.4425262723378544,-0.6447855941672146,-3.2056131813983755,0
2004-03-11 01:00:00,-0.7897147822045021,0.1509742007857981,-3.2167095263297956,-0.9168037005663517,-1.0085506947345606,-0.8806585234993698,2.425695720539544,-0.723896205029839,-0.3505334889443486,-0.7480832041250833,-0.8578899855387131,0.6286421792967327,-0.6201698364811804,-3.2121195541978502,0
2004-03-11 02:00:00,-0.859563787711495,-0.04152326877709495,-3.310988120739642,-1.0500764278224035,-1.2437549496245897,-0.9638677946474806,2.91846806237608,-1.0682797397401453,-0.5166233135368272,-1.0200736296352906,-0.8578899855387131,0.6111938130193381,-0.6335966134008353,-3.3175227935493417,0
2004-03-11 03:00:00,-1.0691108042324735,-0.4265182079028811,-3.378329973889532,-1.1300400641760346,-1.422958191445564,-1.0226037507520294,3.411240404212616,-1.3480913616922694,-0.63609143298054,-1.3143178172326968,-0.9034412138370739,0.6402744234816627,-0.6661689796318502,-3.394297992583143,0
2004-03-11 04:00:00,-1.0341863014789772,-0.4219349348180503,-3.445671827039422,-1.1833491550784552,-1.549893821068754,-1.0813397068565782,3.8531711552247474,-1.6279029836443935,-0.7468179827088591,-1.4527856702197115,-0.9262168279862545,0.6577227897590575,-0.6790984685174438,-3.463916181537523,0
2004-03-11 05:00:00,-0.9992617987254807,-0.16985491515235698,-3.5264820508192902,-1.2100037005296655,-1.6058948341378085,-1.10581302190014,4.2442603154124745,-1.7570468091607583,-0.7905258312858272,-1.509656395553664,-0.8237265643149423,0.4076295397830651,-0.703714226203478,-3.5439445669710623,0
2004-03-11 06:00:00,-0.9992617987254807,-0.23402073833998802,-3.418735085779466,-1.1433673369016397,-1.4528253984157264,-1.017709087743317,3.540299827074566,-1.3265673907728752,-0.6768854249857102,-1.386024383958115,-0.8806655996878935,0.5181358595398989,-0.7069465984248766,-3.4333362293799916,0
2004-03-11 07:00:00,-0.7198657766975092,0.1876403854644444,-3.2436462675897517,-0.9301309732919569,-1.027217699090912,-0.7044506551857234,2.570398709809003,-0.594752379513474,-0.3330503495135614,-0.7480832041250833,-0.9148290209116643,0.6053776909268731,-0.691033381334915,-3.238145045395749,0
2004-03-11 08:00:00,-0.0912247271345737,1.0538789984974632,-2.7722532955405206,-0.29042188246290856,-0.15733529608493227,-0.332456266523581,1.1859430827444495,0.05096674806835052,0.1856161202664597,0.17173896214579965,-0.8465021784641227,0.47742300489264416,-0.6932711774881909,-2.7085262995185055,0
2004-03-11 09:00:00,0.04847328387941211,1.1363779140244172,-2.462480771051026,-0.09051279157883094,0.06666875619128572,-0.552716101915639,0.9630222614374452,-0.18579693204498515,0.3779306540051192,-0.01123641501561257,-0.8806655996878935,0.6635389118515225,-0.6229049206685175,-2.3871114832244533,0
2004-03-11 10:00:00,-0.30077174365555226,0.5955516900143845,-2.5971644773508062,-0.5169855187981965,-0.42987355968766416,-0.6359253730637497,1.5066361940983857,-0.2503688448031676,-0.02126769633118914,-0.4266399739766565,-0.8465021784641227,0.5355842258172936,-0.6574664390357776,-2.565386097930061,0
2004-03-11 11:00:00,-0.4404697546695379,0.34805494343352195,-3.055089078770059,-0.6902400642310638,-0.6725446163202337,-0.7191346442118606,1.9368342703048853,-0.37951267031953256,-0.2660316483622103,-0.8939689778078309,-0.8806655996878935,0.5065036153549689,-0.7071952424419073,-3.0273385666927677,0
2004-03-11 12:00:00,-0.370620749162545,0.6093015092688768,-2.8126584074304546,-0.6635855187798534,-0.62774380586499,-0.675082677133449,1.8312401970541992,-0.3149407575613501,-0.15239124206209334,-0.9112774594312077,-0.9945436704337959,1.0241384815843486,-0.558257476240549,-2.789205322231992,0
2004-03-11 13:00:00,-0.1610737326415666,0.8384651635104162,-2.7857216661704984,-0.38371279154214477,-0.2730707230943116,-0.4695068307675282,1.2876262643932586,0.05096674806835052,0.24389325170241716,-0.577471028123226,-1.1311973553288786,1.5824862024609836,-0.44835682071300254,-2.7319492415966145,0
2004-03-11 14:00:00,0.5374163224283618,1.2280433757210332,-1.425416232542717,0.17603266293327255,0.3429404206652879,-0.17093238723607185,0.5875766676572274,0.39535028277865697,0.8062675700594063,0.011017347071586211,-1.1653607765526495,1.8558439408068352,-0.3630719228714903,-1.349995658988179,0
2004-03-11 15:00:00,0.04847328387941211,0.9484637175463551,-2.57022773609085,-0.18380370065806706,-0.03413306733301237,-0.28350963643645705,0.9747549362430771,0.3523023409398687,0.564417474600183,-0.21399291403231258,-1.1311973553288786,1.7802343536047913,-0.35262887415620314,-2.5003223699353136,0
2004-03-11 16:00:00,0.04847328387941211,0.8659648020194008,-2.3547338060112013,-0.25044006428609294,-0.11253448562968867,-0.23945766935804544,1.0568836598824998,0.45992219553683944,0.4012415065795022,-0.18679387148129184,-0.9717680562846155,1.2800478536528064,-0.40459547371560867,-2.2986248131515965,0
2004-03-11 17:00:00,0.5374163224283618,1.2830426527390024,-1.6139734213624095,0.13605084475645696,0.2906728084675037,0.005275481077574549,0.685348957704159,0.546018079214416,0.7742151477696297,0.1766842426096216,-0.9603802492100251,1.070667458324068,-0.5000747762553774,-1.5360779210531568,0
2004-03-11 18:00:00,1.8645474270612257,2.1905307235354985,0.5005607675441418,1.415469026414554,1.4069596689773234,0.19127267540864573,-0.13202738708819026,0.8904016139247225,1.834858939904055,0.9308395133424692,-0.9034412138370739,0.8729193071802605,-0.5299120582990552,0.656569712369832,2
2004-03-11 19:00:00,3.3313765427080755,3.0842689750775016,2.574689844560759,2.2950690263044953,2.037904416222004,0.6905283022973104,-0.5113838724702854,1.3424050032319996,2.5633230828535227,1.660268381756207,-0.9717680562846155,1.1695415338959723,-0.4667564779732707,2.7737434213189123,2
